solicitud_id,cliente_id,artista_id,campana_id,fecha_solicitud,hora_solicitud,canal_contacto,fuente_llegada,estilo_tatuaje,zona_cuerpo,tamano,monto_cotizado_clp,minutos_respuesta,estado_solicitud,etapa_pipeline,score_oportunidad
RES-0807,CLI-0773,ART-003,CAMP-AIEP-01,2026-05-20,11:30,Instagram,evento AIEP,minimalista,pecho,pequeno,40000,47,confirmada,reserva confirmada,36
RES-0808,CLI-0575,ART-002,CAMP-REF-01,2026-06-10,13:00,Instagram,recomendacion,blackwork,brazo,pequeno,65000,86,confirmada,reserva confirmada,51
RES-0809,CLI-0774,ART-003,CAMP-RET-01,2026-05-23,14:00,Instagram,cliente recurrente,fine line,pecho,mediano,85000,215,contactar,pendiente de contacto,32
RES-0810,CLI-0775,ART-003,CAMP-TK-01,2026-05-31,16:00,WhatsApp,TikTok,fine line,tobillo,pequeno,40000,110,pendiente,esperando respuesta cliente,12
RES-0811,CLI-0776,ART-004,CAMP-IG-01,2026-05-27,14:00,WhatsApp,Instagram,tradicional,mano/dedos,pequeno,50000,108,confirmada,reserva confirmada,38
RES-0812,CLI-0130,ART-006,CAMP-AIEP-01,2026-06-19,12:00,Instagram,evento AIEP,tradicional color,mano/dedos,grande,245000,63,contactar,pendiente de contacto,50
RES-0813,CLI-0777,ART-002,CAMP-GO-01,2026-06-11,09:00,WhatsApp,Google,geometrico color,antebrazo,mediano,120000,27,pendiente,esperando respuesta cliente,27
RES-0814,CLI-0778,ART-006,CAMP-REF-01,2026-06-02,09:00,WhatsApp,recomendacion,geometrico,pierna,mediano,120000,110,pendiente,esperando respuesta cliente,32
RES-0815,CLI-0779,ART-003,CAMP-AIEP-01,2026-05-16,13:00,WhatsApp,evento AIEP,minimalista,pecho,mediano,85000,118,pendiente,esperando respuesta cliente,15
RES-0816,CLI-0780,ART-003,CAMP-REF-01,2026-06-02,17:30,WhatsApp,recomendacion,fine line,muneca,pequeno,40000,106,confirmada,reserva confirmada,46
RES-0817,CLI-0781,ART-004,CAMP-IG-01,2026-05-24,11:30,WhatsApp,Instagram,lettering color,costillas,mediano,140000,97,confirmada,reserva confirmada,54
RES-0818,CLI-0782,ART-005,CAMP-IG-01,2026-05-31,10:00,WhatsApp,Instagram,geometrico,antebrazo,pequeno,45000,76,pendiente,esperando respuesta cliente,12
RES-0819,CLI-0783,ART-004,CAMP-TK-01,2026-06-19,11:30,WhatsApp,TikTok,lettering,cuello,mediano,150000,133,pendiente,esperando respuesta cliente,32
RES-0820,CLI-0784,ART-001,CAMP-TK-01,2026-06-08,16:30,Instagram,TikTok,minimalista,cuello,pequeno,40000,39,confirmada,reserva confirmada,36
RES-0821,CLI-0785,ART-002,CAMP-AIEP-01,2026-05-20,12:30,WhatsApp,evento AIEP,tradicional,brazo,mediano,115000,76,cancelada,perdida,26
RES-0822,CLI-0786,ART-002,CAMP-TK-01,2026-05-16,16:30,WhatsApp,TikTok,blackwork,hombro,pequeno,45000,154,reagendada,reagendar fecha,13
RES-0823,CLI-0787,ART-005,CAMP-IG-01,2026-06-11,16:30,WhatsApp,Instagram,geometrico color,costillas,mediano,160000,34,pendiente,esperando respuesta cliente,34
RES-0824,CLI-0788,ART-001,CAMP-AIEP-01,2026-06-19,17:00,WhatsApp,evento AIEP,fine line,tobillo,pequeno,40000,226,confirmada,reserva confirmada,36
RES-0825,CLI-0789,ART-005,CAMP-REF-01,2026-05-15,09:30,Instagram,recomendacion,minimalista,muneca,mediano,85000,144,pendiente,esperando respuesta cliente,30
RES-0826,CLI-0790,ART-003,CAMP-GO-01,2026-06-11,17:00,WhatsApp,Google,geometrico,mano/dedos,mediano,95000,91,confirmada,reserva confirmada,46
RES-0827,CLI-0791,ART-005,CAMP-IG-01,2026-06-02,16:30,Instagram,Instagram,minimalista,hombro,pequeno,40000,212,confirmada,reserva confirmada,31
RES-0828,CLI-0792,ART-003,CAMP-REF-01,2026-05-18,09:30,WhatsApp,recomendacion,geometrico,tobillo,grande,180000,225,cancelada,perdida,43
RES-0829,CLI-0793,ART-003,CAMP-AIEP-01,2026-05-28,15:00,WhatsApp,evento AIEP,fine line color,espalda,pequeno,45000,114,cancelada,perdida,13
RES-0830,CLI-0794,ART-005,CAMP-GO-01,2026-06-10,17:30,Instagram,Google,minimalista,cuello,grande,180000,234,reagendada,reagendar fecha,38
RES-0831,CLI-0795,ART-006,CAMP-IG-01,2026-05-31,15:00,WhatsApp,Instagram,geometrico,tobillo,mediano,110000,84,pendiente,esperando respuesta cliente,25
RES-0832,CLI-0796,ART-003,CAMP-TK-01,2026-06-15,15:30,WhatsApp,TikTok,geometrico,pierna,pequeno,40000,30,confirmada,reserva confirmada,36
RES-0833,CLI-0797,ART-002,CAMP-AIEP-01,2026-06-18,15:30,WhatsApp,evento AIEP,blackwork color,brazo,mediano,105000,159,pendiente,esperando respuesta cliente,19
RES-0834,CLI-0798,ART-002,CAMP-IG-01,2026-05-23,17:00,WhatsApp,Instagram,blackwork,muneca,pequeno,55000,98,contactar,pendiente de contacto,15
RES-0835,CLI-0799,ART-001,CAMP-IG-01,2026-06-02,14:00,WhatsApp,Instagram,lettering,tobillo,mediano,85000,126,reagendada,reagendar fecha,20
RES-0836,CLI-0800,ART-004,CAMP-RET-01,2026-06-08,09:00,Instagram,cliente recurrente,tradicional color,brazo,pequeno,55000,356,confirmada,reserva confirmada,51
RES-0837,CLI-0801,ART-006,CAMP-REF-01,2026-05-13,13:30,WhatsApp,recomendacion,blackwork,brazo,pequeno,50000,182,confirmada,reserva confirmada,48
RES-0838,CLI-0802,ART-006,CAMP-DIR-01,2026-05-27,14:30,WhatsApp,visita directa,geometrico color,mano/dedos,mediano,115000,207,pendiente,esperando respuesta cliente,26
RES-0839,CLI-0803,ART-006,CAMP-IG-01,2026-06-13,12:00,WhatsApp,Instagram,blackwork,espalda,mediano,160000,111,contactar,pendiente de contacto,29
RES-0840,CLI-0481,ART-001,CAMP-TK-01,2026-05-23,11:00,Instagram,TikTok,minimalista,tobillo,mediano,85000,62,pendiente,esperando respuesta cliente,20
RES-0841,CLI-0286,ART-005,CAMP-IG-01,2026-05-27,10:30,Instagram,Instagram,geometrico color,mano/dedos,mediano,100000,112,pendiente,esperando respuesta cliente,18
RES-0842,CLI-0804,ART-003,CAMP-REF-01,2026-05-19,11:30,WhatsApp,recomendacion,fine line color,hombro,pequeno,40000,66,contactar,pendiente de contacto,17
RES-0843,CLI-0805,ART-001,CAMP-IG-01,2026-05-24,14:00,WhatsApp,Instagram,fine line,muneca,pequeno,40000,156,pendiente,esperando respuesta cliente,12
RES-0844,CLI-0806,ART-002,CAMP-GO-01,2026-05-16,11:30,WhatsApp,Google,geometrico,pecho,mediano,170000,25,pendiente,esperando respuesta cliente,31
RES-0845,CLI-0096,ART-005,CAMP-REF-01,2026-06-19,14:00,Instagram,recomendacion,geometrico,brazo,sesion larga,260000,176,pendiente,esperando respuesta cliente,58
RES-0846,CLI-0807,ART-006,CAMP-REF-01,2026-05-29,10:30,Instagram,recomendacion,blackwork color,hombro,mediano,140000,69,confirmada,reserva confirmada,64
RES-0847,CLI-0563,ART-005,CAMP-RET-01,2026-05-17,11:00,Instagram,cliente recurrente,geometrico color,hombro,pequeno,55000,85,confirmada,reserva confirmada,51
RES-0848,CLI-0808,ART-004,CAMP-IG-01,2026-06-03,11:30,WhatsApp,Instagram,blackwork,muneca,sesion larga,260000,172,reagendada,reagendar fecha,52
RES-0849,CLI-0809,ART-001,CAMP-GO-01,2026-06-02,09:30,Instagram,Google,minimalista,pecho,sesion larga,265000,314,pendiente,esperando respuesta cliente,49
RES-0850,CLI-0810,ART-005,CAMP-TK-01,2026-05-15,09:30,WhatsApp,TikTok,fine line,tobillo,pequeno,40000,27,pendiente,esperando respuesta cliente,12
RES-0851,CLI-0811,ART-004,CAMP-REF-01,2026-05-21,11:00,WhatsApp,recomendacion,blackwork color,espalda,mediano,155000,117,confirmada,reserva confirmada,67
RES-0852,CLI-0812,ART-005,CAMP-AIEP-01,2026-06-04,15:00,WhatsApp,evento AIEP,minimalista,pierna,pequeno,40000,91,pendiente,esperando respuesta cliente,12
RES-0853,CLI-0813,ART-004,CAMP-IG-01,2026-05-23,16:00,WhatsApp,Instagram,tradicional color,pecho,grande,330000,83,confirmada,reserva confirmada,85
RES-0854,CLI-0814,ART-005,CAMP-RET-01,2026-06-13,12:30,WhatsApp,cliente recurrente,fine line color,costillas,mediano,170000,184,confirmada,reserva confirmada,72
RES-0855,CLI-0815,ART-005,CAMP-AIEP-01,2026-06-18,16:30,WhatsApp,evento AIEP,fine line,cuello,mediano,115000,173,contactar,pendiente de contacto,26
RES-0856,CLI-0816,ART-006,CAMP-RET-01,2026-05-23,17:30,Instagram,cliente recurrente,geometrico color,hombro,mediano,170000,68,confirmada,reserva confirmada,72
RES-0857,CLI-0817,ART-005,CAMP-IG-01,2026-06-07,09:30,WhatsApp,Instagram,geometrico color,tobillo,grande,200000,90,cancelada,perdida,41
RES-0858,CLI-0818,ART-004,CAMP-REF-01,2026-05-14,09:00,WhatsApp,recomendacion,blackwork,hombro,pequeno,50000,104,confirmada,reserva confirmada,48
RES-0859,CLI-0819,ART-004,CAMP-AIEP-01,2026-06-04,09:00,WhatsApp,evento AIEP,blackwork,hombro,sesion larga,350000,34,cancelada,perdida,60
RES-0860,CLI-0820,ART-002,CAMP-RET-01,2026-05-25,13:00,WhatsApp,cliente recurrente,tradicional,antebrazo,mediano,110000,110,confirmada,reserva confirmada,61
RES-0861,CLI-0821,ART-001,CAMP-TK-01,2026-05-24,13:30,WhatsApp,TikTok,fine line,hombro,mediano,85000,105,pendiente,esperando respuesta cliente,20
RES-0862,CLI-0822,ART-001,CAMP-IG-01,2026-05-21,10:00,WhatsApp,Instagram,lettering,hombro,mediano,85000,80,pendiente,esperando respuesta cliente,20
RES-0863,CLI-0823,ART-006,CAMP-TK-01,2026-06-08,16:30,Instagram,TikTok,geometrico,muneca,pequeno,40000,106,pendiente,esperando respuesta cliente,12
RES-0864,CLI-0824,ART-005,CAMP-TK-01,2026-05-17,12:30,WhatsApp,TikTok,fine line,brazo,pequeno,40000,103,reagendada,reagendar fecha,12
RES-0865,CLI-0825,ART-004,CAMP-DIR-01,2026-06-10,11:30,WhatsApp,visita directa,lettering,mano/dedos,grande,240000,74,pendiente,esperando respuesta cliente,40
RES-0866,CLI-0826,ART-002,CAMP-REF-01,2026-05-30,12:30,Instagram,recomendacion,geometrico color,espalda,pequeno,80000,208,pendiente,esperando respuesta cliente,30
RES-0867,CLI-0827,ART-001,CAMP-AIEP-01,2026-06-02,11:00,WhatsApp,evento AIEP,fine line,mano/dedos,pequeno,55000,129,contactar,pendiente de contacto,15
RES-0868,CLI-0828,ART-004,CAMP-TK-01,2026-05-14,15:30,Instagram,TikTok,lettering color,muneca,grande,180000,139,pendiente,esperando respuesta cliente,38
RES-0869,CLI-0829,ART-005,CAMP-TK-01,2026-05-28,11:30,Instagram,TikTok,fine line color,brazo,mediano,140000,103,confirmada,reserva confirmada,54
RES-0870,CLI-0830,ART-001,CAMP-AIEP-01,2026-05-19,15:30,WhatsApp,evento AIEP,lettering,brazo,mediano,85000,161,confirmada,reserva confirmada,44
RES-0871,CLI-0831,ART-005,CAMP-IG-01,2026-05-22,11:30,WhatsApp,Instagram,minimalista color,costillas,mediano,135000,227,cancelada,perdida,30
RES-0872,CLI-0832,ART-004,CAMP-RET-01,2026-05-24,14:30,Instagram,cliente recurrente,tradicional color,costillas,pequeno,55000,64,confirmada,reserva confirmada,46
RES-0873,CLI-0764,ART-005,CAMP-IG-01,2026-06-15,11:30,Instagram,Instagram,minimalista,antebrazo,grande,180000,18,confirmada,reserva confirmada,58
RES-0874,CLI-0833,ART-002,CAMP-RET-01,2026-06-07,14:00,WhatsApp,cliente recurrente,tradicional,costillas,pequeno,50000,44,confirmada,reserva confirmada,45
RES-0875,CLI-0113,ART-002,CAMP-RET-01,2026-06-05,12:30,Instagram,cliente recurrente,geometrico,brazo,grande,255000,89,confirmada,reserva confirmada,83
RES-0876,CLI-0834,ART-005,CAMP-IG-01,2026-05-17,11:30,WhatsApp,Instagram,fine line color,tobillo,grande,180000,136,contactar,pendiente de contacto,38
RES-0877,CLI-0835,ART-004,CAMP-TK-01,2026-05-25,14:00,Instagram,TikTok,lettering,mano/dedos,pequeno,55000,97,reagendada,reagendar fecha,15
RES-0878,CLI-0836,ART-004,CAMP-TK-01,2026-05-29,16:00,Instagram,TikTok,lettering,costillas,mediano,155000,228,cancelada,perdida,33
RES-0879,CLI-0837,ART-004,CAMP-TK-01,2026-05-13,17:30,WhatsApp,TikTok,lettering,hombro,mediano,95000,169,pendiente,esperando respuesta cliente,17
RES-0880,CLI-0838,ART-003,CAMP-AIEP-01,2026-05-27,16:30,Instagram,evento AIEP,minimalista color,muneca,grande,180000,307,reagendada,reagendar fecha,38
RES-0881,CLI-0839,ART-004,CAMP-TK-01,2026-05-20,11:00,WhatsApp,TikTok,lettering,pecho,mediano,90000,34,confirmada,reserva confirmada,45
RES-0882,CLI-0840,ART-001,CAMP-REF-01,2026-06-05,16:00,WhatsApp,recomendacion,lettering,espalda,grande,180000,175,confirmada,reserva confirmada,72
RES-0883,CLI-0841,ART-006,CAMP-RET-01,2026-06-11,16:30,WhatsApp,cliente recurrente,geometrico color,hombro,mediano,140000,137,pendiente,esperando respuesta cliente,42
RES-0884,CLI-0842,ART-005,CAMP-GO-01,2026-05-13,12:30,Instagram,Google,geometrico,antebrazo,sesion larga,285000,59,pendiente,esperando respuesta cliente,53
RES-0885,CLI-0502,ART-002,CAMP-TK-01,2026-06-18,09:30,Instagram,TikTok,blackwork,antebrazo,pequeno,40000,328,contactar,pendiente de contacto,12
RES-0886,CLI-0843,ART-004,CAMP-TK-01,2026-05-28,10:00,WhatsApp,TikTok,blackwork,pecho,grande,330000,254,confirmada,reserva confirmada,85
RES-0887,CLI-0844,ART-001,CAMP-AIEP-01,2026-06-10,11:00,WhatsApp,evento AIEP,minimalista,brazo,mediano,90000,31,cancelada,perdida,21
RES-0888,CLI-0845,ART-002,CAMP-RET-01,2026-06-17,11:00,WhatsApp,cliente recurrente,geometrico,antebrazo,sesion larga,325000,53,pendiente,esperando respuesta cliente,67
RES-0889,CLI-0565,ART-006,CAMP-TK-01,2026-06-09,11:00,Instagram,TikTok,blackwork,pecho,mediano,135000,174,confirmada,reserva confirmada,54
RES-0890,CLI-0846,ART-005,CAMP-REF-01,2026-05-20,09:30,WhatsApp,recomendacion,minimalista,tobillo,grande,180000,45,contactar,pendiente de contacto,43
RES-0891,CLI-0847,ART-006,CAMP-REF-01,2026-05-28,09:30,WhatsApp,recomendacion,tradicional,muneca,grande,255000,40,confirmada,reserva confirmada,76
RES-0892,CLI-0848,ART-006,CAMP-DIR-01,2026-06-08,11:30,Instagram,visita directa,tradicional color,pecho,pequeno,55000,109,confirmada,reserva confirmada,39
RES-0893,CLI-0849,ART-003,CAMP-RET-01,2026-05-18,13:00,WhatsApp,cliente recurrente,minimalista color,antebrazo,pequeno,45000,192,contactar,pendiente de contacto,20
RES-0894,CLI-0850,ART-004,CAMP-IG-01,2026-06-15,14:30,Instagram,Instagram,lettering,pierna,grande,235000,204,pendiente,esperando respuesta cliente,39
RES-0895,CLI-0851,ART-003,CAMP-TK-01,2026-05-26,13:00,WhatsApp,TikTok,geometrico,muneca,pequeno,40000,64,confirmada,reserva confirmada,36
RES-0896,CLI-0852,ART-002,CAMP-TK-01,2026-05-28,13:00,WhatsApp,TikTok,tradicional,brazo,mediano,140000,99,pendiente,esperando respuesta cliente,30
RES-0897,CLI-0853,ART-001,CAMP-IG-01,2026-06-12,17:30,Instagram,Instagram,minimalista color,muneca,pequeno,40000,125,confirmada,reserva confirmada,36
RES-0898,CLI-0854,ART-006,CAMP-DIR-01,2026-05-16,13:00,Instagram,visita directa,blackwork color,espalda,pequeno,80000,59,pendiente,esperando respuesta cliente,20
RES-0899,CLI-0855,ART-006,CAMP-GO-01,2026-06-14,16:30,Instagram,Google,tradicional,pecho,mediano,110000,36,pendiente,esperando respuesta cliente,25
RES-0900,CLI-0856,ART-003,CAMP-GO-01,2026-05-21,09:00,WhatsApp,Google,geometrico,espalda,mediano,85000,77,contactar,pendiente de contacto,20
RES-0901,CLI-0857,ART-004,CAMP-TK-01,2026-05-20,11:30,WhatsApp,TikTok,tradicional color,tobillo,grande,180000,78,confirmada,reserva confirmada,62
RES-0902,CLI-0858,ART-001,CAMP-REF-01,2026-05-17,17:30,WhatsApp,recomendacion,fine line,hombro,pequeno,55000,238,pendiente,esperando respuesta cliente,20
RES-0903,CLI-0859,ART-002,CAMP-AIEP-01,2026-05-27,09:30,WhatsApp,evento AIEP,geometrico,costillas,pequeno,80000,257,contactar,pendiente de contacto,20
RES-0904,CLI-0643,ART-002,CAMP-TK-01,2026-06-13,15:00,Instagram,TikTok,tradicional color,muneca,mediano,85000,229,confirmada,reserva confirmada,39
RES-0905,CLI-0860,ART-003,CAMP-RET-01,2026-05-28,13:30,Instagram,cliente recurrente,geometrico,muneca,mediano,85000,269,reagendada,reagendar fecha,32
RES-0906,CLI-0861,ART-002,CAMP-DIR-01,2026-06-16,17:30,Instagram,visita directa,blackwork color,muneca,grande,280000,227,confirmada,reserva confirmada,71
RES-0907,CLI-0862,ART-003,CAMP-IG-01,2026-05-14,13:30,WhatsApp,Instagram,geometrico,pecho,pequeno,40000,145,pendiente,esperando respuesta cliente,12
RES-0908,CLI-0863,ART-006,CAMP-RET-01,2026-06-11,11:00,WhatsApp,cliente recurrente,geometrico,pierna,sesion larga,365000,121,confirmada,reserva confirmada,98
RES-0909,CLI-0864,ART-002,CAMP-RET-01,2026-06-13,09:30,WhatsApp,cliente recurrente,geometrico,tobillo,mediano,85000,48,cancelada,perdida,27
RES-0910,CLI-0865,ART-001,CAMP-REF-01,2026-05-18,10:00,WhatsApp,recomendacion,lettering,cuello,grande,180000,17,confirmada,reserva confirmada,72
RES-0911,CLI-0866,ART-006,CAMP-REF-01,2026-06-05,10:00,WhatsApp,recomendacion,geometrico,pierna,grande,260000,179,confirmada,reserva confirmada,86
RES-0912,CLI-0867,ART-003,CAMP-GO-01,2026-06-07,13:00,WhatsApp,Google,fine line color,mano/dedos,pequeno,40000,103,confirmada,reserva confirmada,36
RES-0913,CLI-0868,ART-005,CAMP-AIEP-01,2026-05-22,10:30,WhatsApp,evento AIEP,minimalista,antebrazo,sesion larga,260000,139,confirmada,reserva confirmada,71
RES-0914,CLI-0869,ART-004,CAMP-REF-01,2026-05-31,10:00,WhatsApp,recomendacion,tradicional color,muneca,grande,240000,79,confirmada,reserva confirmada,79
RES-0915,CLI-0870,ART-005,CAMP-TK-01,2026-05-20,10:00,WhatsApp,TikTok,fine line,hombro,pequeno,50000,84,contactar,pendiente de contacto,14
RES-0916,CLI-0871,ART-005,CAMP-RET-01,2026-05-18,14:30,WhatsApp,cliente recurrente,minimalista,hombro,mediano,90000,19,confirmada,reserva confirmada,57
RES-0917,CLI-0872,ART-001,CAMP-DIR-01,2026-05-21,13:00,WhatsApp,visita directa,fine line,brazo,mediano,85000,115,contactar,pendiente de contacto,20
RES-0918,CLI-0873,ART-006,CAMP-TK-01,2026-05-30,13:30,WhatsApp,TikTok,geometrico,muneca,sesion larga,260000,26,confirmada,reserva confirmada,71
RES-0919,CLI-0874,ART-006,CAMP-TK-01,2026-06-07,15:00,Instagram,TikTok,tradicional color,antebrazo,mediano,130000,220,contactar,pendiente de contacto,29
RES-0920,CLI-0875,ART-005,CAMP-TK-01,2026-06-10,10:00,WhatsApp,TikTok,geometrico color,pecho,pequeno,70000,246,pendiente,esperando respuesta cliente,18
RES-0921,CLI-0876,ART-005,CAMP-REF-01,2026-05-24,15:00,WhatsApp,recomendacion,fine line color,espalda,mediano,100000,29,contactar,pendiente de contacto,33
RES-0922,CLI-0877,ART-001,CAMP-RET-01,2026-05-21,16:00,Instagram,cliente recurrente,minimalista,hombro,mediano,85000,159,pendiente,esperando respuesta cliente,32
RES-0923,CLI-0263,ART-005,CAMP-TK-01,2026-05-19,11:30,Instagram,TikTok,fine line color,hombro,sesion larga,265000,47,contactar,pendiente de contacto,53
RES-0924,CLI-0878,ART-002,CAMP-TK-01,2026-05-15,10:30,WhatsApp,TikTok,blackwork,hombro,mediano,105000,112,confirmada,reserva confirmada,43
RES-0925,CLI-0879,ART-002,CAMP-REF-01,2026-06-01,11:00,WhatsApp,recomendacion,tradicional,tobillo,grande,215000,120,pendiente,esperando respuesta cliente,54
RES-0926,CLI-0880,ART-003,CAMP-IG-01,2026-06-06,11:30,WhatsApp,Instagram,fine line color,mano/dedos,pequeno,60000,82,confirmada,reserva confirmada,40
RES-0927,CLI-0861,ART-005,CAMP-IG-01,2026-06-07,16:30,Instagram,Instagram,geometrico,antebrazo,pequeno,40000,74,pendiente,esperando respuesta cliente,12
RES-0928,CLI-0881,ART-003,CAMP-IG-01,2026-05-24,11:30,WhatsApp,Instagram,minimalista,espalda,mediano,85000,42,confirmada,reserva confirmada,44
RES-0929,CLI-0882,ART-003,CAMP-IG-01,2026-06-15,14:00,Instagram,Instagram,minimalista color,pierna,sesion larga,265000,25,contactar,pendiente de contacto,49
RES-0930,CLI-0883,ART-002,CAMP-DIR-01,2026-06-17,15:00,Instagram,visita directa,blackwork,costillas,mediano,130000,202,pendiente,esperando respuesta cliente,29
RES-0931,CLI-0884,ART-004,CAMP-TK-01,2026-05-17,12:30,Instagram,TikTok,tradicional color,tobillo,mediano,160000,245,pendiente,esperando respuesta cliente,29
RES-0932,CLI-0885,ART-003,CAMP-REF-01,2026-05-18,15:30,WhatsApp,recomendacion,geometrico,espalda,pequeno,40000,15,pendiente,esperando respuesta cliente,17
RES-0933,CLI-0886,ART-001,CAMP-RET-01,2026-05-31,16:00,WhatsApp,cliente recurrente,fine line,antebrazo,grande,190000,113,pendiente,esperando respuesta cliente,43
RES-0934,CLI-0887,ART-003,CAMP-TK-01,2026-05-26,11:30,WhatsApp,TikTok,minimalista,pierna,mediano,85000,86,pendiente,esperando respuesta cliente,15
RES-0935,CLI-0888,ART-006,CAMP-TK-01,2026-06-06,13:00,WhatsApp,TikTok,blackwork,mano/dedos,grande,330000,89,contactar,pendiente de contacto,61
RES-0936,CLI-0889,ART-002,CAMP-DIR-01,2026-06-08,17:00,WhatsApp,visita directa,blackwork color,mano/dedos,grande,300000,113,reagendada,reagendar fecha,60
RES-0937,CLI-0890,ART-004,CAMP-GO-01,2026-05-31,12:30,Instagram,Google,blackwork,cuello,pequeno,80000,25,confirmada,reserva confirmada,39
RES-0938,CLI-0891,ART-001,CAMP-REF-01,2026-05-19,13:30,WhatsApp,recomendacion,lettering,pierna,grande,190000,95,confirmada,reserva confirmada,70
RES-0939,CLI-0892,ART-002,CAMP-GO-01,2026-05-26,09:00,WhatsApp,Google,blackwork,costillas,mediano,170000,129,pendiente,esperando respuesta cliente,31
RES-0940,CLI-0169,ART-005,CAMP-GO-01,2026-06-13,13:30,Instagram,Google,fine line,mano/dedos,pequeno,40000,225,pendiente,esperando respuesta cliente,12
RES-0941,CLI-0893,ART-006,CAMP-RET-01,2026-05-27,17:00,WhatsApp,cliente recurrente,blackwork,hombro,mediano,170000,88,confirmada,reserva confirmada,72
RES-0942,CLI-0894,ART-006,CAMP-REF-01,2026-05-31,12:30,WhatsApp,recomendacion,tradicional,muneca,pequeno,65000,139,confirmada,reserva confirmada,46
RES-0943,CLI-0895,ART-001,CAMP-GO-01,2026-05-17,16:00,WhatsApp,Google,lettering,antebrazo,grande,180000,52,confirmada,reserva confirmada,62
RES-0944,CLI-0896,ART-002,CAMP-RET-01,2026-05-19,13:30,WhatsApp,cliente recurrente,tradicional color,pecho,pequeno,65000,208,confirmada,reserva confirmada,53
RES-0945,CLI-0897,ART-002,CAMP-IG-01,2026-05-18,09:30,Instagram,Instagram,tradicional color,costillas,pequeno,80000,51,contactar,pendiente de contacto,20
RES-0946,CLI-0898,ART-006,CAMP-GO-01,2026-05-22,13:30,Instagram,Google,blackwork color,pierna,grande,250000,272,pendiente,esperando respuesta cliente,50
RES-0947,CLI-0258,ART-003,CAMP-REF-01,2026-06-11,12:00,Instagram,recomendacion,fine line,pecho,sesion larga,260000,172,confirmada,reserva confirmada,86
RES-0948,CLI-0899,ART-004,CAMP-TK-01,2026-05-18,11:30,Instagram,TikTok,blackwork,pecho,grande,270000,216,confirmada,reserva confirmada,78
RES-0949,CLI-0900,ART-005,CAMP-RET-01,2026-06-05,10:30,Instagram,cliente recurrente,geometrico,cuello,mediano,95000,262,confirmada,reserva confirmada,53
RES-0950,CLI-0901,ART-004,CAMP-AIEP-01,2026-05-15,09:30,WhatsApp,evento AIEP,lettering,antebrazo,grande,180000,18,confirmada,reserva confirmada,57
RES-0951,CLI-0902,ART-004,CAMP-TK-01,2026-06-06,14:30,WhatsApp,TikTok,lettering,cuello,pequeno,40000,216,confirmada,reserva confirmada,36
RES-0952,CLI-0903,ART-004,CAMP-RET-01,2026-05-20,10:00,Instagram,cliente recurrente,blackwork,tobillo,mediano,130000,306,contactar,pendiente de contacto,41
RES-0953,CLI-0904,ART-001,CAMP-RET-01,2026-06-15,15:00,WhatsApp,cliente recurrente,lettering,espalda,mediano,85000,122,contactar,pendiente de contacto,32
RES-0954,CLI-0905,ART-004,CAMP-AIEP-01,2026-06-13,09:00,Instagram,evento AIEP,tradicional color,hombro,pequeno,55000,179,pendiente,esperando respuesta cliente,12
RES-0955,CLI-0906,ART-003,CAMP-RET-01,2026-05-14,16:30,Instagram,cliente recurrente,fine line color,espalda,mediano,135000,56,confirmada,reserva confirmada,66
RES-0956,CLI-0907,ART-003,CAMP-TK-01,2026-06-17,09:00,WhatsApp,TikTok,fine line color,mano/dedos,grande,180000,94,cancelada,perdida,33
RES-0957,CLI-0908,ART-003,CAMP-TK-01,2026-05-17,11:30,Instagram,TikTok,geometrico,espalda,pequeno,40000,66,confirmada,reserva confirmada,31
RES-0958,CLI-0909,ART-004,CAMP-AIEP-01,2026-05-22,15:30,Instagram,evento AIEP,lettering,espalda,grande,180000,128,pendiente,esperando respuesta cliente,38
RES-0959,CLI-0910,ART-005,CAMP-RET-01,2026-05-22,12:30,WhatsApp,cliente recurrente,geometrico color,muneca,sesion larga,260000,77,pendiente,esperando respuesta cliente,60
RES-0960,CLI-0911,ART-002,CAMP-RET-01,2026-05-24,17:00,WhatsApp,cliente recurrente,geometrico color,brazo,pequeno,45000,97,pendiente,esperando respuesta cliente,25
RES-0961,CLI-0912,ART-006,CAMP-IG-01,2026-06-19,10:30,WhatsApp,Instagram,tradicional color,cuello,mediano,140000,146,pendiente,esperando respuesta cliente,30
RES-0962,CLI-0913,ART-004,CAMP-GO-01,2026-05-18,11:00,WhatsApp,Google,lettering,costillas,mediano,105000,161,pendiente,esperando respuesta cliente,24
RES-0963,CLI-0914,ART-006,CAMP-IG-01,2026-06-11,12:00,WhatsApp,Instagram,tradicional,tobillo,mediano,90000,72,confirmada,reserva confirmada,40
RES-0964,CLI-0915,ART-001,CAMP-GO-01,2026-06-19,17:00,WhatsApp,Google,fine line,cuello,mediano,125000,152,contactar,pendiente de contacto,28
RES-0965,CLI-0916,ART-001,CAMP-REF-01,2026-06-01,17:30,Instagram,recomendacion,fine line,pecho,grande,180000,131,pendiente,esperando respuesta cliente,48
RES-0966,CLI-0917,ART-006,CAMP-GO-01,2026-06-05,16:30,Instagram,Google,geometrico,pecho,mediano,170000,147,contactar,pendiente de contacto,36
RES-0967,CLI-0918,ART-001,CAMP-AIEP-01,2026-05-21,11:00,WhatsApp,evento AIEP,fine line,pecho,mediano,130000,230,cancelada,perdida,29
